시도,구군,기관명,주차장명,유형,주소,위치 정보,전화번호,위도,경도,09-28(목),09-29(금),09-30(토),10-01(일),10-02(월),10-03(화),365일 상시 무료개방 여부
부산광역시,중구,중구청,건어물시장,노상,부산광역시 중구 남포동4가 37-3,건어물시장,051-600-4552,35.097468,129.032549,"00:00~08:00, 19:00~24:00",종일개방,"00:00~08:00, 19:00~24:00","00:00~08:00, 19:00~24:00","X00:00~08:00, 19:00~24:00","00:00~08:00, 19:00~24:00",X
부산광역시,중구,중구청,신한은행 부산금융센터뒤,노상,부산광역시 중구 동광동1가 2,신한은행 부산금융센터뒤,051-600-4556,35.09938,129.035451,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,중구,중구청,부산데파트뒤,노상,부산광역시 중구 동광동1가 50,부산데파트뒤,051-600-4556,35.098973,129.035901,종일개방,종일개방,종일개방,"00:00~09:00, 20:00~24:00",종일개방,종일개방,X
부산광역시,중구,중구청,광복로 부평동구간,노상,부산광역시 중구 부평동1가 51-1,광복로 부평동구간,051-600-4556,35.099496,129.026542,"00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00",X
부산광역시,중구,중구청,보수 복개천,노상,부산광역시 중구 부평동3가 80,보수 복개천,051-600-4556,35.101127,129.022681,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,중구,중구청,국제시장로1구간,노상,부산광역시 중구 신창동4가 56-4,국제시장로1구간,051-600-4552,35.100661,129.027872,"00:00~10:00, 21:00~24:00",종일개방,"00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00","00:00~10:00, 21:00~24:00",X
부산광역시,중구,중구청,중구청,부설,부산광역시 중구 중구로 120,중구청,051-600-4585,35.106283,129.032355,X,X,X,X,X,X,X
부산광역시,중구,중구청,부산우체국뒤,노상,부산광역시 중구 중앙동3가 20,부산우체국 뒤,051-600-4556,35.103077,129.035654,종일개방,종일개방,종일개방,"00:00~09:00, 20:00~24:00",종일개방,종일개방,X
부산광역시,중구,중구청,중앙동 유창빌딩앞,노상,부산광역시 중구 중앙동4가 26-3,중앙동 유창빌딩앞,051-600-4556,35.104157,129.036704,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,중구,중구청,중앙동 노상주차장,노상,부산광역시 중구 중앙동4가 91,"중앙동 교보생명옆, 중부소방서뒤, 객화차담 밑, 마린센터, KT뒤",051-600-4556,35.106101,129.036968,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,중구,중구청,중앙동 국제회관옆,노상,부산광역시 중구 중앙동6가 9-1,중앙동 국제회관옆,051-600-4556,35.100273,129.037222,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,X
부산광역시,해운대구,반송2동행정복지센터,반송2동행정복지센터,부설,부산광역시 해운대구 신반송로 173,지하,051-749-6881,35.228832,129.158235,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,반여1동행정복지센터,반여1동행정복지센터,부설,부산광역시 해운대구 선수촌로85,동사 앞,051-749-6331,35.20115,129.116761,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,반여4동행정복지센터,반여4동행정복지센터,부설,부산광역시 해운대구 삼어로133번길 50,동사 1층,051-749-6421,35.20925,129.114912,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,부산지방법원 동부지원,부산지방법원 동부지원,부설,부산광역시 해운대구 재반로 112번길 20,지상,051-780-1204,35.188541,129.126643,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,"수영만요트경기장, 부산영화촬영스튜디오","수영만요트경기장, 부산영화촬영스튜디오",부설,부산광역시 해운대구 해운대해변로 52,야외,051-742-2212,35.160919,129.138361,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,우2동행정복지센터,우2동행정복지센터,부설,부산광역시 해운대구 해운대로383번가길 7,건물 뒤편 지상,051-749-6631,35.171221,129.140031,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,재송어린이도서관,재송어린이도서관,부설,부산광역시 해운대구 해운대로76번길 35-1,1층,051-749-6575,35.189642,129.11631,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,좌2동행정복지센터,좌2동행정복지센터,부설,부산광역시 해운대구 좌동순환로 302,동사 옆 1층 외부,051-749-7654,35.169025,129.181842,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,중2동행정복지센터,중2동행정복지센터,부설,부산광역시 해운대구 좌동순환로433번길 34,"청사입구, 지하",051-7496691,35.16036,129.18046,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,해운대인문학도서관,해운대인문학도서관,부설,부산광역시 해운대구 반여로 132,1층,051-749-6575,35.202207,129.126208,종일개방,종일개방,종일개방,종일개방,종일개방,종일개방,O
부산광역시,해운대구,해운대문화복합센터,해운대문화복합센터,부설,부산광역시 해운대구 센텀중앙로 170,"지상, 지하",051-749-6153,35.182088,129.121414,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,07:00~22:00,x
부산광역시,동구,부산광역시 동구청,부산진역 공영주차장,노외,부산광역시 동구 좌천동 1164-2번지,주차장,051-440-4742,35.127819,129.049732,종일개방,종일개방,종일개방,종일개방,X,X,X
부산광역시,수영구,수영구 구민체육센터,수영구 구민체육센터,부설,부산광역시 수영구 광남로257번길 12,1층 주차장,051-610-4795,35.160874,129.126859,종일개방,종일개방,종일개방,미개방,미개방,미개방,X
부산광역시,연제구,동래세무서,동래세무서,부설,부산광역시 연제구 거제천로269번길 16,부설주차장,051-860-2200,35.192579,129.086907,종일개방,종일개방,종일개방,종일개방,18:00~익일09:00 개방,종일개방,ㅇ
부산광역시,사상구,사상구청 교통행정과,유진맨션건너편,노상,부산광역시 사상구 모라동 651-39 일원,유진맨션건너편,051-310-4515,35.1910413,128.9870051,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,X
부산광역시,수영구,수영구도서관,수영구 도서관,부설,부산광역시 수영구 남천서로33,1층 주차장,051-610-3984,35.1444569,129.1052371,종일개방,종일개방,종일개방,미개방,종일개방,종일개방,X
부산광역시,사하구,사하구청,사하구청,부설,부산광역시 사하구 낙동대로398번길 12 (당리동),제1별관 옆,051-220-4888,35.104502,128.97479,개방,개방,개방,개방,개방,개방,X
